numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
807,"Contratação de empresa para prestação de Serviços de Engenharia de Reparos na Superintendência Regional Oeste do DER de Cascavel, localizado na PR-486, KM 01, S/N, no município de Cascavel/ PR",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,13.0,21.0,9.0,,5.0,-0.1425344714332863,0
808,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Marco Antonio Pimenta, localizado à Rua José Bulla, 187, Bairro Jardim Internorte,
telefone 44  3228-7739, no Município de Santa Maringá, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,13.0,16.0,16.0,,1.0,-0.16233496268903197,0
809,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Olavo Bilac localizado à Rua Antônio Brasiliano Pinheiro, 162, Bairro Vila Fonseca, telefone 43 3535-1924, no Município de Jaguariaíva, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,2.0,2.0,2.0,1.0,2.0,-0.1666815288584993,0
810,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Desembargador Antonio Franco Ferreira da Costa, localizado na Rua Rio Grande do Sul, 125, Centro, telefone 45 3232-1272, no Município de Guaraniaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,10.0,39.0,40.0,48.0,,3.0,-0.07656317660983741,0
812,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Ary Borba Carneiro, localizado à Rua João Correia dos Santos, 206, Bairro Jardim bela Vista, telefone  43  3476-2226 3476-1115, no Município de Cândido de Abreu, Estado do Paraná,",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,9.0,38.0,37.0,40.0,,3.0,-0.08795030434366918,0
814,"Contratação de empresa especializada para execução de serviços de engenharia de reparos no Colégio Estadual Guilherme de Almeida, localizado à Rua Florianópolis, 555, telefone 44 3425-1994, no Município de Loanda, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,4.0,-0.1716887657437049,0
831,Contratação de empresa especializada para manutenção da cabine metálica de média tensão -entrada e distribuição- de energia elétrica do Campus de Cornélio Procópio,UENP-Universidade Estadual do Norte do Paraná,,,1.0,8.0,8.0,8.0,,,-0.16641783605403726,0
832,Contratação de empresa especializada para serviços de manutenção no telhado de zinco da garagem do Campus de Bandeirantes.,UENP-Universidade Estadual do Norte do Paraná,,,9.0,21.0,37.0,38.0,,3.0,-0.10273207817898167,0
843,Contratação de empresa especializada para execução de adequações em edificações do Parque Universitário da UENP.,UENP-Universidade Estadual do Norte do Paraná,,,2.0,2.0,4.0,4.0,,1.0,-0.1794650913986124,0
850,Aquisição de uniforme para atender a demanda do Departamento da Polícia Civil,SESP-Secretaria de Estado da Segurança Pública,,,4.0,4.0,16.0,15.0,,3.0,-0.171268183520846,0
852,"Contratação de empresa para fornecimento de impressoras plotters multifuncionais com
função copiadora, impressora, scanner e impressora plotter fotográfica na modalidade de locação
outsourcing de solução de impressão, incluindo os equipamentos, sistema informatizado de
gerenciamento e bilhetagem, serviços contínuos de suporte técnico presencial, manutenção corretiva e manutenção preventiva com fornecimento de todas as peças, e, treinamento para operacionalizar as impressoras plotters, durante o período de quarenta e oito meses.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,17.0,17.0,17.0,,2.0,-0.1407715452593633,0
864,"Contratação de empresa especializada para serviço de manutenção preventiva e corretiva de aparelhos de ar condicionado, instalados em todas as CIRETRANS do Estado do Paraná.",DETRAN-Departamento de Trânsito do Estado do Paraná,,,8.0,8.0,25.0,9.0,,6.0,-0.1511338985968556,0
882,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Complexo Esportivo Mario Marcondes Lobo, localizado na Rua 33, s/nº Bairro Vila bela, Ilha dos Valadares, telefone 41 3425-7904, no Município de Paranaguá, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,2.0,12.0,2.0,11.0,2.0,-0.1554100196298817,0
885,Solicitação de Contratação de Empresa Especializada para Manutenção da Rede Elétrica com o Fornecimento de Materiais para o Campus de Paranavaí da Universidade Estadual do Paraná - UNESPAR.,UNESPAR-Universidade Estadual do Paraná,,,1.0,2.0,3.0,3.0,,2.0,-0.18244448160021698,0
890,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual do Campo Cristo Rei, localizado na Barra Bonita, s/nº, telefone  42  98427-2264,
no Município de Prudentópolis, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,4.0,5.0,2.0,,3.0,-0.18772775013671072,0
892,Contratação de empresa especializada para a prestação de serviços de execução de reparos e manutenções no imovel que abriga a 10 Ciretran de Jacarezinho.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,1.0,1.0,1.0,1.0,,3.0,-0.17515680071692435,0
899,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Pio Lanteri, localizado na Rua Doutor Euzébio de Oliveira, 71, Uberaba, telefone 41 3278-3177, no Município de Curitiba, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,5.0,6.0,9.0,6.0,,2.0,-0.17824345132922859,0
914,Contratação de empresa especializada para a prestação de serviços de execução de reparos e manutençoes no imóvel que abriga a 65ª Ciretran de Altonia.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,2.0,2.0,8.0,2.0,,4.0,-0.17686776831377915,0
915,Contratação de empresa especializada para a prestação de serviços de execução de reparos e manutenções no imóvel que abriga a 26ª Ciretran de Cianorte.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,10.0,1.0,32.0,32.0,,3.0,-0.11746916435046362,0
918,"Aquisicao de veiculo UTV, Aeronave remotamente pilotada Drone e Bicicleta eletrica
para atender a demanda do Corpo de Bombeiros Militar",CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),,,5.0,7.0,5.0,4.0,,2.0,-0.1726964571249816,0
922,Serviços de manutenção de geradores,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,,,8.0,18.0,22.0,18.0,,2.0,-0.15006162210426466,0
926,"Aquisição de C.A.U.Q - Concreto Asfáltico Usinado a Quente, produzido com CAP 50/70,
para aplicação a frio, embalado em sacas de 25 Kg, conforme quantidades e especificações contidas no Termo de Referência Anexo 01 do Edital, subdivido em 02 lotes.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,12.0,14.0,14.0,,2.0,-0.15235261761622826,0
929,Contratação de empresa especializada para prestação de serviços continuados de manutenção preventiva e corretiva em equipamentos de radiologia,UEM-Universidade Estadual de Maringá,,,2.0,12.0,12.0,12.0,,1.0,-0.1624570049011974,0
934,Aquisição de material para construção e marcenaria,UEM-Universidade Estadual de Maringá,,,4.0,45.0,64.0,64.0,,3.0,-0.0745542606183841,0
937,"Com base na Lei Federal 14.133/2021 e no Decreto Estadual 10.086/2022, torna-se público o presente edital com o intuito de promover a licitação para a contratação de empresa especializada para execução dos serviços de engenharia e/ou arquitetura para execução de serviços de reforma e demolição nas edificações da Embap, Campus de Curitiba I  UNESPAR, no endereço Rua Emiliano Perneta, 179, Centro, no município de Curitiba, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII e Pasta técnica.",UNESPAR-Universidade Estadual do Paraná,,,2.0,3.0,3.0,3.0,,1.0,-0.17656663447043308,0
944,Aquisição de peças para manutenção preventiva/corretiva em aparelhos de radiologia.,UEM-Universidade Estadual de Maringá,,,4.0,36.0,44.0,50.0,,2.0,-0.09588899811462137,0
963,"Registro de preços para futura e eventual aquisição de peças, acessórios e equipamentos para atender a demanda do serviço de engenharia clínica do Hospital Universitário do Oeste do Paraná - HUOP.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,5.0,24.0,32.0,32.0,29.0,1.0,-0.12160499267917396,0
967,"Contratação de empresa especializada para execução de serviços comuns de engenharia, visando a manutenção predial preventiva e/ou corretiva, com fornecimento de materiais e mão de obra inclusas.",ALEP-Assembleia Legislativa do Estado do Paraná,,,,,3.0,3.0,,1.0,-0.182537452562897,0
972,"Contratação de Empresa para a Prestação de Serviços Comuns de Engenharia Referentes a Reparos no Escritório Regional do Vale do Ivaí,  ERIVAÍ, do Departamento de Estradas de Rodagem do Paraná, DER PR, com área aproximada de 1.751,00 m2, sito na Rodovia do Café, BR 376, Km 247, s/n, no município de Apucarana, Paraná.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,2.0,-0.16831527058393547,0
982,"Contratação de empresa especializada para execução de reparos na Delegacia de Polícia Civil de
Céu Azul, situada à Rua Santos Dumont, n 267, Centro, no município de Céu Azul, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,3.0,2.0,2.0,2.0,,2.0,-0.17675034360404068,0
985,"Contratacao de empresa especializada para execução de reparos na Delegacia da Policia Civil, sita a Rua Jose Bianchini, 922, no municipio de Vera Cruz do Oeste, Parana.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,2.0,1.0,1.0,1.0,,4.0,-0.17416460893594882,0
986,"Contratação de empresa especializada na prestação de serviços elétricos com fornecimento de equipamentos, suprimentos, acessórios e equipe técnica para o evento VERÃO MAIOR PARANÁ 2023/2024.",SEEC-Secretaria de Estado da Cultura (Antigo SECC),,,2.0,2.0,8.0,2.0,,3.0,-0.1686143564621651,0
987,"Contratação de empresa especializada na prestação de serviços elétricos, com fornecimento de Painel de Led e acessórios, para o evento OPERAÇÃO VERÃO 2023/2024",SEEC-Secretaria de Estado da Cultura (Antigo SECC),7.0,,1.0,17.0,16.0,16.0,59.0,2.0,-0.13498922831909532,0
995,"Contrataaco de empresa especializada para execucao de reparos na Delegacia de Policia Civil de Corbelia, sita a Rua Rosa 440, Centro, Corbelia, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,3.0,3.0,3.0,3.0,,3.0,-0.18009894624055012,0
996,Chuveiros Elétricos,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),7.0,,4.0,5.0,5.0,5.0,33.0,4.0,-0.1757234175702817,0
997,"Contratacao de empresa especializada para execucao de reparos na Delegacia de Policia Civil de Toledo, sita a Rua Armando Luis Arrosi, 633, Centro, Toledo, Parana.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,4.0,2.0,1.0,1.0,,2.0,-0.1614254768936506,0
1002,"Contratação de empresa especializada para execução de reparos na Delegacia de Polícia Civil de Cantagalo, localizada à Rua Gregório Schuhmiak, n 30 antiga, Rua Princesa Leopoldina, Cantagalo, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,4.0,2.0,1.0,1.0,,2.0,-0.16162095509020924,0
1006,"Contratacao de empresa especializada para execucao de reparos na Delegacia de Polícia Civil de Catanduvas, situada a Rua Minas Gerais, 335, bairro Centro, no município de Catanduvas, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,6.0,3.0,2.0,2.0,,3.0,-0.16512745710845772,0
1008,"Contratacao de empresa especializada para execucao de reparos na Delegacia de Policia Civil de Guaraniacu, situada a Rua Tereza Cristina, n 55, no municipio de Guaraniacu, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,3.0,2.0,2.0,2.0,,4.0,-0.17084522476811165,0
1009,"Reparos na Delegacia de Polícia Civil Matelandia, situada à Rua Napoleao Laureano, 764, bairro Centro, no município de Matelandia, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,5.0,4.0,4.0,4.0,,4.0,-0.17341709186230236,0
1014,"Contratacao de empresa especializada para execução de reparos na DPC Delegacia da Policia Civil, sita a Rua Venancio Smania, n 111, Centro, no município de Santa Terezinha de Itaipu, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,2.0,2.0,3.0,3.0,,4.0,-0.17731153942709027,0
1015,"Contratacao de empresa especializada para execucao de reparos na Delegacia de Policia Civil de Terra Roxa, sita a Rua Francisco de Oliveira Macedo, n 246, Centro, Terra Roxa, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,7.0,8.0,7.0,7.0,,6.0,-0.14817084962691368,0
1039,Material de manutencao e higienizacao,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,13.0,14.0,14.0,46.0,3.0,-0.1584260288278147,0
1060,"Prestação de serviço de empresa especializada homologado para realizar a aquisição e instalação de componentes aeronáuticos e realização de serviços de inspeção na aeronave Beechcraft Baron BE58, matrícula PT- WSA, conforme manual de manutenção da aeronave, deixando-a aeronavegável, para atender a demanda do Batalhão de Polícia Militar de Operações Aéreas. Conforme termo de referência.",SESP-Secretaria de Estado da Segurança Pública,,,1.0,1.0,2.0,2.0,,3.0,-0.17463488480791395,0
1073,Carro cem por cento elétrico e totens de recarga -eletroposto- com instalação,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),13.0,,18.0,65.0,66.0,67.0,7.0,4.0,0.0011119999860828012,1
1074,"Aquisição de C.A.U.Q -Concreto Asfáltico Usinado a Quente, produzido com CAP 50/70 para aplicação a frio, embalado em sacas de 25 kg, conforme quantidades e especificações contidas no Termo de Referência, Anexo 01 do Edital.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,5.0,5.0,36.0,36.0,,4.0,-0.13307271489945727,0
1,"Prestação de serviços de manutenção preventiva e corretiva, com fornecimento de peças, em equipamentos a combustão e elétricos pertencentes a Unioeste/Campus de Marechal Cândido Rondon",UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,144.0,14.0,38.0,49.0,297.0,56.0,1227.0,16.0,0.10530088116150349,1
2,"Registro de Preços para manutenção corretiva e ou preventiva e ou calibração de Equipamentos, se necessário com fornecimento de peças, pertencentes aos Laboratórios da Unioeste - Campus de Mal. Cândido Rondon",UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,,,13.0,97.0,105.0,103.0,,17.0,0.0905398264542463,1
3,Contratação de empresa para prestação de serviços de manutenção preventiva e corretiva com fornecimento de peças para veículos leves e pesados da UNIOESTE/Campus de Marechal Cândido Rondon,UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,,,6.0,8.0,22.0,22.0,,15.0,0.1553292545654612,1
6,"Prestação de serviços de manutenção preventiva e corretiva, com fornecimento de peças, em equipamentos agrícolas pertencentes a Unioeste/Campus de Marechal Cândido Rondon",UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,,,9.0,32.0,55.0,35.0,,12.0,-0.0888702321851163,0
10,"Prestação de serviços de manutenção preventiva e corretiva, com fornecimento de peças, em Equipamentos de Informática pertencentes a Unioeste/Campus de Marechal Cândido Rondon.",UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,,8.0,14.0,10.0,19.0,18.0,20.0,13.0,-0.09602927850682763,0
