numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;1800.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;3168.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;3168.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;9625.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;9625.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;157.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;157.00;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Velcro Adesivo 5cm, branco, macho e fêmea;Fase Certame;1255.00;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Campo Cirurgico Incisional adesivo 55cm x 45cm;Fase Certame;9394.00;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Coxim para posicionamento de cabeça em decubito ventral;Fase Certame;3966.22;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Coxim para posicionamento de torax, região pélvica e joelhos;Fase Certame;20568.88;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Protetor sacral;Fase Certame;13200.00;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Máscara Facial Total para Ventilação Não Invasiva (VNI) Pediátrica M  0 a 3 meses de idade;Fase Certame;31387.42;;;
858;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Eletrodo Adesivo 3x3cm para Eletroestimulação Parassacral;Fase Certame;19600.00;;;
859;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Transporte de passageiros em onibus executivo.;Homologado;45500.00;44800.00;02492735000105;RODRIGUES E COUTO LTDA
860;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;BEBIDAS - AQUISIÇÃO PARA ATENDER AS DEMANDAS DO CERIMONIAL E RELAÇÕES INTERNACIONAIS - CRI/CM. ;Homologado;64499.00;48361.45;72131402000136;VB COMERCIO DE PRODUTOS ALIMENTICIOS  LTDA
861;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE GESTÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES NA ÁREA DE ENGENHARIA CLÍNICA, COM MANUTENÇÃO PREVENTIVA, CORRETIVA E CALIBRAÇÃO EM EQUIPAMENTOS MÉDICO-HOSPITALARES E LABORATORIAIS, COM FORNECIMENTO DE MÃO DE OBRA RESIDENTE PARA ATENDER A DEMANDA DO HOSPITAL UNIVERSITÁRIO REGIONAL DE MARINGÁ PELO PERÍODO DE 12 DOZE MESES ;Homologado;1977108.60;1219000.00;22381390000120;JLAVIN LOCAÇÕES E MANUTENÇÃO LTDA
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;231000.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;77000.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;1085.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;1085.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;3450.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;3450.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;4160.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;4160.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24. ;Fase Certame;3000.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10; 	Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24. ;Fase Certame;3000.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11; 	Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24. ;Fase Certame;25600.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12; 	Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24. ;Fase Certame;25600.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13; 	Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24. ;Fase Certame;503.00;;;
862;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14; 	Aquisição de agulhas hipodérmicas e agulha de plexo para atender a demanda do Complexo Hospitalar da UEPG24.;Fase Certame;503.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"Aspirador de Po Elétrico, Portátil. Voltagem
110v, Função Sopro Inclusa e Bocal Turbo,
Potência 1200w, Cabo Elétrico Mínimo de 4m,
coletor com capacidade mínima de 800ml.
CARACTERÍSTICAS ADICIONAIS 
Reservatorio Lavável, Filtro Permanente
Lavável, bocal para cantos, frestas e sopro,
bocal com escova para estofados, Tampa
Traseira/Função Sopro, Bocal Turbo Pet.
Referência para qualidade do produto Black
Decker, Tramontina, Wap";Fase Certame;4692.05;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;"Aspirador de Po e Líquido, Potência Mínima  1600w, Voltagem  127v, Capacidade Mínima do Reservatorio  Líquido  11 Litros, Solido  15 Litros, CARACTERÍSTICAS ADICIONAIS  Com
1 (Uma) Mangueira de 1,5m, 2 (Dois) Tubos prolongadores e 1 (Um) bocal para cantos e frestas, Cabo elétrico mínimo de 2,5m, Filtro Lavável. UNID. DE MEDIDA  Unitário. ";Fase Certame;2694.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;"Bebedouro, TIPO  Industrial, CAPACIDADE 
200 Litros, Coluna com 4 Torneiras, VOLTAGEM  127 Volts, CARACTERÍSTICAS
ADICIONAIS  MATERIAL  Estrutura em Aço Inox 430. Sistema de Refrigeração Embutido e Aparador de Água Frontal com Dreno, com 4 Torneiras, sendo 1 Neutra e 3 Geladas. Controle de Temperatura, com Termostato. Tomada com
3 Pinos, Conforme Norma da ABNT/NBR/603351. Equipamento Certificado
com Eficiência Energética, Garantia de 12 meses.
";Fase Certame;87110.70;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;"Bomba manual para graxa (graxeira), CARACTERISTICAS ADICIONAIS  Capacidade
7kg, pressão até 5.000psi, vazão 4g por acionamento extensão rígida, com mola de compressão, bico acoplador hidráulico reforçado, compactador de graxa, com mangueira de alta pressão. UNID. DE MEDIDA  Unitário. Referência para qualidade do produto Hydronlubz, Worker, Yamaguchi.
";Fase Certame;2079.04;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Carregador de Bateria com Função Auxiliar de partida. DADOS TÉCNICOS  100 Amp, Bivolts, podendo selecionar manualmente, Carrega em até 100a/H, Em 12v E 24v. Recomendado para Baterias Automotivas de 5A a 600A.UNID. DE MEDIDA  Unitário.;Fase Certame;5090.54;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Carrinho de Transporte, TIPO  Armazém, Material  Aço Galvanizado, Capacidade de Carga  Até 300kg, UNID. DE MEDIDA  UNITÁRIO;Fase Certame;10602.72;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;"Compressor de ar, TIPO  Portátil, USO  Automotivo, TELA  LCD, TENSÃO  Bivolt, POTÊNCIA  120W, PRESSÃO DE TRABALHO 
150 PSI, CARACTERÍSTICAS ADICIONAIS 
Acompanha 4 tipos de bicos, UNID. DE MEDIDA  Unitário
";Fase Certame;5767.47;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;"Cortador de Grama a Combustão, CARACTERÍSTICAS   ADICIONAIS    Com
recolhedor, motor a Gasolina Lf-55c 6,5hp 4t, Velocidade de 4,2 Km/H. Rodas de termoplástico com bucha sinterizada. Tamanho das rodas  Dianteiras  203 Mm (8), Traseiras  305 Mm (12). Com restrição de uso em terrenos acidentados (Inclinação Máxima de 15) e eventuais manobras de até 30 para motores de 6,5 Hp. Cabo ergon omico para maior conforto do operador, dobrável, Base em chapa de Aço de 1,9 mm de espessura, Lâmina  em aço especial, de 3 mm de espessura com têmpera por indução no Fio de Corte. Regulagem de altura de corte  Em 9 Posiçoes, com variação de 2,8 A 8,9 cm (Sistema de Regulagem de altura individual nas 4 rodas). Acabamento com tratamento anticorrosivo e pintura com tinta po. Rendimento Aproximado  1.000 M2/H. Especificação  Técnica   Potência  (Hp)   6,5
Motor  4 Tempos. Peso Líquido (Kg)  41,10 Cap.
Tanque Comb.  1,7 Litros Cap. Oleo Cárter  0,6
Litro Faixa de Corte  51 cm. Recolhedor  com (44 Litros";Fase Certame;21422.87;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Enceradeira Industrial, Motor 3/4hp, Diâmetro da escova 410mm, Botão liga e desliga que impede o acionamento indesejado. Voltagem 127 V, Rodas de borracha Neoprene, para- choque emborrachado, Cabo Elétrico de 12m com sistema de travamento do Cabo através de pedal.;Fase Certame;28420.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;"Escada Plataforma Trepadeira. Material  Alumínio.  Características  Adicionais    17
Degraus e Plataforma, Altura Útil 4,5m, Altura Total 5,20m. Dimensoes da Plataforma  50x50cm, Patamar de Chapa Antiderrapante, Degraus Antiderrapante com 17cm de Profundidade, Corrimão de ambos os lados, Guarda Corpo de 1,10 metros de altura com proteção intermediária, Rodapé em torno do patamar, Capacidade de carga 150 Kg. Rodas  4 Rodas (2 Dianteiras Giratorias com trava e duas Traseiras Fixas. UNID. DE MEDIDA Unitário
";Fase Certame;41994.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Escada, Multifuncional 4x4, com 16 Degraus, Dobrável, com Plataforma, Material  Estrutura em Alumínio, pés e degraus em alumínio, Dobradiças em aço galvanizado e ponteiras em polipropileno emborrachado, Plataforma em Aço,	Apresentação 	com		ponteiras emborrachadas nos pés, Degraus com ranhuras e sistema de trava de segurança, Dimensoes Aproximadas  Largura 71cm, Altura 471cm, Montável em até 8 posiçoes diferentes, Suporta até 150kg. UNID. DE MEDIDA  Unitário ;Fase Certame;16501.25;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;Escada, Tipo  Tesoura, com 8 (oito) degraus, Material  Alumínio, CARACTERÍSTICAS ADICIONAIS  Degraus em formato retangular e limitador de abertura com fita de alta resistência, UNID. DE MEDIDA  Unitário;Fase Certame;21505.75;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;Esmerilhadeira Angular, 5   , Potência  1700w, Velocidade Mínima De 10.000 Rpm, Tensão  220v. Unid. De Medida  Unitário.;Fase Certame;2867.90;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;"Furadeira, Tipo de Impacto, Potência Mínima  de 1100w,	Tensão 	127v,	Características
Adicionais  Com Mandril De ½   . Unid. De
Medida  Unitário. ";Fase Certame;5203.44;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;"KIT, TIPO  Bomba / transferidor de abastecimento, com medidor mecânico, mangueira, bateria e bico com entrada e saída de 1   , CAPACIDADE  1000 litros, VAZÃO LIVRE ATÉ  40 litros por minuto, TENSÃO  12V, POTÊNCIA  155W,  COMPRIMENTO DA MANGUEIRA  4m, UNID. DE MEDIDA  Unitário.
";Fase Certame;13900.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;Lavadora de Alta Pressão 2.400 Libras Monofásica, 220volts, Potência Nominal  1600 Lbf/Pola - 110 Bar / 11 Mpa, Potência Permissí-vel  2400 Lbf/Pola - 166 Bar / 17 Mpa, Potência Consumida 2290 W, Vazão de 7,5 L/Min (450 L/H, Bomba com 3 Pistoes Revestidos em Cerâmica, Mangueira de 6,2m de Trama de Aço, Bico Regulável a Jato Leque ou Concentrado a um toque, Sistema Stop Total, Gatilho Profissional com Trava de Segurança, Alça com Reforço Metálico, Motor de Indução da Weg com Protetor Térmico, Cabo Elétrico de 5m, 1 Ano de Garantia. Rotação da Bomba  3600 Rpm, Itens Inclusos  Pistola, Mangueira de 6,2 Metros. UNID. DE MEDIDA  Unitário;Fase Certame;27702.78;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;"Lavadora e Secadora de Piso, CARACTERÍSTICAS	ADICIONAIS 
Produtividade Média  1950 M2/H, Largura da Escova  500 Mm, Largura de Aspiração  770mm, Tanque de Solução  50 Litros, Tanque de Recolhimento  50 Litros, Numero de Escovas 1, Alimentação  Bateria, Autonomia  Até 3,5h(Bateria), Tensão  24v (2 Baterias De 12v), Tempo de Trabalho por Tanque  60 Minutos, Voltagem do Carregador  220v. Dimensoes (Lxcxa)  1230x530x980mm. UNID.
DE  MEDIDA   Unitário  
";Fase Certame;190440.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;"Lavadora Industrial de Alta Pressão, com Carrinho. Características  Chave Elétrica Liga / Desliga, Cabo Elétrico de Alta Resistência, Esguicho com bico tipo leque regulável, Pistoes em cerâmica com corpo em aço maciço temperado, Válvulas em aço Inox e Bielas em Alumínio, protetor de correia totalmente fechado de acordo com a Norma Nr12, Mangueira com 10 Metros de Extensão. Especificação Técnica  Monofásica, Tensão  220/254v, Potência do Motor  3,0cv, Vazão Mínima para Funcionamento  30 Litros/Minuto, Frequência  60hz, Grau de Proteção do Motor  Ip55, Pressão de Entrada  10 - 30 Psi (69 - 206 Kpa), Diâmetro Mínimo da Mangueira (Sucção)  3/4   , Pressão de Trabalho  500 Psi (3448 Kpa), Vazão de Água  30 L/Min, Capacidade de Oleo no Carte  1,5 Litros, Diâmetro do Bico  3,2mm. Acompanha  Bomba de Pressão, Carrinho, Motor,  Bico,  Mangueira,  Filtro. UNID. DE MEDIDA  Unitário
";Fase Certame;27319.25;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;"Máquina de Solda Inversora, 155 Amperagem, 110v. Para soldagem em metais como  Ferro Fundido, Alumínio, Aço Carbono, entre outro, Derreter Eletrodos  Em 127v  6013 - 2,5 Mm, 3,25 Mm, 7018 - 2,5 Mm, Ferro Fundido - 2,5 Mm, Inox - 2,25 Mm, Alumínio  2,5mm, Celulose  2,5mm e 3,25mm. Portátil, Pesando Aproximadamente 3kg, pode ser usada em qualquer posição. Compacta, Medindo Aproximadamente 31 X 12,5 X 200 Cm (Cxlxa), Deve Acompanhar  Cabo Grampo Terra 1m, Cabo Porta-Eletrodo 1,5m, Display Digital. Alça para transporte. Manual em português. Informaçoes Técnicas  Frequência  50/60 Hz, Tensão em Vazio  56 V, Faixa de Corrente  10-
155 A, Eficiência Máxima  85 por cento, Grau de Proteção Máxima  Ip21s Conectores Engate Padrão  9mm. UNID. DE MEDIDA  Unitário ";Fase Certame;6367.50;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;"Motopodador, Para Podas em Altura, CARACTERÍSTICAS ADICIONAIS  À Gasolina, Motor  2 Tempos, Potência  1,3 Hp, 33cc, Capacidade do Tanque  700ml, Cabo Extensor  2,90m, Rotação Máxima  10.000rpm. UNID. DE MEDIDA  Unitário
";Fase Certame;25957.80;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);21;Motosserra À Gasolina, Motor 2 Tempos, Potência  (Kw/Cv) 3.4kw-4.6cv, Cilindradas (Cm3)59,  CARACTERÍSTICAS ADICIONAIS Lubrificação	Automática,	Capacidade	do Tanque, 0.685 L, completa com Sabre e Corrente. UNID. DE MEDIDA  Unitário ;Fase Certame;14546.52;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);22;"Motosserra À Gasolina, Motor  2 Tempos, Potência (Kw/Cv)1,3kw -1,8cv, Cilindradas Cm3 30.1,  CARACTERÍSTICAS  ADICIONAIS  Sabre 3/8   1.6mm, Capacidade do Tanque 0,680 Ml, completa com sabre e corrente. UNID. DE MEDIDA  Unitário.
";Fase Certame;9074.45;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);23;"Paleteira, tipo  manual, DIMENSÃO  Largura externa dos garfos de 685mm, CAPACIDADE  2000kg,  CARACTERÍSTICAS  ADICIONAIS Hidráulica, roda dupla em Nylon, comprimento de garfo  1150mm, altura do cabo  1160mm, pintura  eletrostática em po. UNID. DE MEDIDA  Unitário
";Fase Certame;11369.82;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);24;"Parafusadeira e Furadeira, Tipo  Elétrica, de Impacto, Mandril  1/2   , (13mm) Voltagem  Bivolt, CARACTERÍSTICAS ADICIONAIS  A Bateria,
Velocidades Variáveis e Reversíveis, 2 Baterias de Li-Ion (Lítio 20v), 2 Velocidades  0 Rpm A 500 Rpm ou superior e 0 Rpm A 1750 Rpm ou superior, Luz de Led, Torque (Máximo) 65nm, com carregador e maleta. UNID. DE MEDIDA  Unitário.
";Fase Certame;12903.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);25;"Perfurador de Solo, Potência Mínima  1,9hp, CARACTERÍSTICAS ADICIONAIS   Motor  à gasolina,	Cilindradas 	36,3cm3,	Peso 10kg. UNID. DE MEDIDA  Unitário.
";Fase Certame;8765.12;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);26;"Perfuradora, Uso  Madeira, Apresentação  Motor à gasolina, Potência  1,1cv, Cilindradas  27,2cm3, Tanque  250ml, Peso  4,8kg, UNID. DE MEDIDA  Unitário.
";Fase Certame;14232.80;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);27;Roçadeira Costal Motorizada, à Gasolina, 2 Tempos, 1,3kw(1,8cv) de Potência, e 30,8cm3 Cilindradas, Acompanhada de Lâmina de Corte com Nylon, com Lâminas Metálicas e Serras Circulares. UNID. DE MEDIDA  Unitário ;Fase Certame;19890.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);28;Serra Mármore Profissional, Potência Mínima 1300wats, 220v, com interruptor de gatilho e trava	de	segurança	contra	acionamento acidental, UNID. DE MEDIDA  Unitário.;Fase Certame;2388.85;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);29;Soprador a Combustão. Tipo  De Mão, CARACTERÍSTICAS ADICIONAIS  Volume de Ar 730m3/Hora, Velocidade Máxima 55 M/S, Motor 2 Tempos, Monocilíndrico Combustível Gasolina e Oleo 2t. UNID. DE MEDIDA  Unitário.;Fase Certame;9216.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);30;"Soprador de folhas, TIPO  À bateria, BATERIA DE LÍTIO  18V, ROTAÇÃO  18000 RPM, VELOCIDADE DO AR  98m/s, VOLTAGEM  Bivolt,  CARACTERÍSTICAS  ADICIONAIS Acompanha 2 baterias e 1 carregador de bateria, UNID. DE MEDIDA  Unitário.
";Fase Certame;19037.00;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);31;Soprador Térmico, Potência Mínima  2000w, Voltagem  127v, DEMAIS INFORMAÇÕES  Três Níveis de temperatura. Acompanha  Bocal Plano, Bocal de Desvio, Bocal de Ponta, Bocal de Deflexão. UNID. DE MEDIDA  Unitário.;Fase Certame;4058.46;;;
863;2025;Pregão Eletrônico (Lei Federal 14.133/2021);32;"Micro-ondas, Capacidade Mínima  34 litros, Potência    1100W,   CARACTERÍSTICAS ADICIONAIS  Função Tira Odor, Função Limpa Fácil,  Função Manter Aquecido. COR  Branco, VOLTAGEM  110V. UNID. DE MEDIDA  Unitário.
";Fase Certame;25285.32;;;
