numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;driver_principal;z_score_driver;tipo_anomalia;driver_contexto;valor_estimado_fmt;valor_homol_fmt;proporcao_fmt;lead_time_fmt
1063;2022;Pregão Eletrônico;Homologado;Selecionar a proposta mais vantajosa para aquisição de AR CONDICIONADO TIPO SPLIT. Lote único com quantidades e especificaçoes constantes no anexo I do edital. Com recursos XXXXXXX.;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;1579800.0;1578000.0;2022-07-28;2022-08-24;TB_LICITACOES-2022.csv;selecionar a proposta mais vantajosa para aquisição de ar condicionado tipo split. lote único com quantidades e especificaçoes constantes no anexo i do edital. com recursos xxxxxxx.;0.9988606152677554;False;27.0;2022;69;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;educacao;0.26537237329012436;0.4332879405513433;0.013499022398296073;Suspeita Moderada;True;gasto_per_capita_log1p;1.65;Gasto per Capita Atípico;gasto per capita muito alto;R$ 1,579,800;R$ 1,578,000;1.00×;27 dias
596;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa para prestação de serviço especializado com fornecimento de operador e caminhão Munck;UEL-Universidade Estadual de Londrina;Menor Preço;15831250.0;;2024-08-16;2024-09-23;TB_LICITACOES-2024.csv;contratação de empresa para prestação de serviço especializado com fornecimento de operador e caminhão munck;;False;38.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;veiculos;0.26534212573278376;0.41819023625932;0.03606995994297941;Suspeita Moderada;True;gasto_per_capita_log1p;3.34;Gasto per Capita Atípico;gasto per capita muito alto;R$ 15,831,250;—;—;38 dias
180;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para apoio ao controle tecnológico dos materiais aplicados no pavimento da obra de pavimentação das Estradas Rurais de Ligação entre São José dos Pinhais e Mandirituba, na Região Metropolitana de Curitiba, Paraná, com extensão total de 26,61 km;AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC);Menor Preço;32810267.0;29800000.0;2024-11-27;2025-01-13;TB_LICITACOES-2024.csv;contratação de empresa especializada para apoio ao controle tecnológico dos materiais aplicados no pavimento da obra de pavimentação das estradas rurais de ligação entre são josé dos pinhais e mandirituba, na região metropolitana de curitiba, paraná, com extensão total de 26,61 km;0.9082522857860316;False;47.0;2024;9;amep-agencia de assuntos metropolitanos do parana (antigo comec);;;;obras;0.26527616695653544;0.42986239241828456;0.018396828763911754;Suspeita Moderada;True;volume_orgao_ano_log1p;1.73;Volume Anual Atípico;volume de licitações atípico;R$ 32,810,267;R$ 29,800,000;0.91×;47 dias
1711;2022;Pregão Eletrônico;Homologado;MATERIAIS PARA O LABORATÓRIO DE PEDAGOGIA;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Menor Preço;669434.0;660714.0;2022-10-11;2022-10-19;TB_LICITACOES-2022.csv;materiais para o laboratório de pedagogia;0.9869740706328032;False;8.0;2022;51;unioeste foz-universidade estadual do oeste do parana - campus foz do iguacu;Foz do Iguaçu;297352.0;0.732;saude;0.2652370575358589;0.4164352534472677;0.0384397636687458;Suspeita Moderada;True;valor_estimado_log1p;1.47;Valor Estimado Atípico;R$ 669,434 estimado;R$ 669,434;R$ 660,714;0.99×;8 dias
19;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada na elaboração de projetos arquitetônicos e complementares para a construção do Centro Comunitário de Ensino, Pesquisa e Extensão da Unespar  CEPEX, Campus Paranavaí da Universidade Estadual do Paraná UNESPAR.;UNESPAR-Universidade Estadual do Paraná;Menor Preço;7993670.0;;2023-09-22;2023-12-04;TB_LICITACOES-2023.csv;contratação de empresa especializada na elaboração de projetos arquitetônicos e complementares para a construção do centro comunitário de ensino, pesquisa e extensão da unespar cepex, campus paranavaí da universidade estadual do paraná unespar.;;False;73.0;2023;27;unespar-universidade estadual do parana;;;;obras;0.26518440108158287;0.4018311062277813;0.06021434336228517;Suspeita Moderada;True;volume_orgao_ano_log1p;1.0;Volume Anual Atípico;volume de licitações atípico;R$ 7,993,670;—;—;73 dias
87;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação serviço de correção ortográfica, projeto gráfico e diagramação do Plano Estadual de Gestão do Trabalho e Educação na Saúde do Paraná  PEGTES 2024/2027 para atender a demanda da Secretaria de Estado de Saúde do Paraná.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;550000.0;69500.0;2025-02-26;2025-06-25;TB_LICITACOES-2025.csv;contratação serviço de correção ortográfica, projeto gráfico e diagramação do plano estadual de gestão do trabalho e educação na saúde do paraná pegtes 2024/2027 para atender a demanda da secretaria de estado de saúde do paraná.;0.12636363636363637;False;119.0;2025;85;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.26514253714693437;0.40108873965271274;0.06122323338826684;Suspeita Moderada;True;desconto_pct;2.54;Desconto Atípico;desconto de 87%;R$ 550,000;R$ 69,500;0.13×;119 dias
85;2022;Concorrência Pública;Homologado;Execução de serviços de conservação e manutenção em 238,25 km de rodovias da Superintendência Regional Noroeste, denominado lote C, conforme Termo de Recebimento e Projetos de Engenharia.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;4937208081.0;3633394386.0;2022-08-30;2023-01-24;TB_LICITACOES-2022.csv;execução de serviços de conservação e manutenção em 238,25 km de rodovias da superintendência regional noroeste, denominado lote c, conforme termo de recebimento e projetos de engenharia.;0.735920853727534;False;147.0;2022;92;der-departamento de estradas de rodagem do estado do parana;;;;outros;0.26501998908924934;0.43566052044922254;0.009059192049289504;Suspeita Moderada;True;valor_estimado_log1p;1.94;Valor Estimado Atípico;R$ 4,937,208,081 estimado;R$ 4,937,208,081;R$ 3,633,394,386;0.74×;147 dias
230;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Locação de Impressora;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;11700000.0;;2024-05-22;2024-06-18;TB_LICITACOES-2024.csv;locação de impressora;;False;27.0;2024;46;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;tecnologia;0.2649744771290678;0.4186245263184017;0.034499403345067015;Suspeita Moderada;True;gasto_per_capita_log1p;3.47;Gasto per Capita Atípico;gasto per capita muito alto;R$ 11,700,000;—;—;27 dias
102;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contrataçao de empresa especializada em engenharia e arquitetura para  prestação de serviços técnicos referentes aos serviços de Elaboração de Projeto Técnico de Prevenção a Incendio e a Desastre PTPID para o campus de Apucarana da Universidade  Estadual do Paraná UNESPAR O objeto deste Termo de Referência é dividido em 03 serviços gerais.;UNESPAR-Universidade Estadual do Paraná;Menor Preço;7403920.0;2970000.0;2024-11-04;2024-12-10;TB_LICITACOES-2024.csv;contrataçao de empresa especializada em engenharia e arquitetura para prestação de serviços técnicos referentes aos serviços de elaboração de projeto técnico de prevenção a incendio e a desastre ptpid para o campus de apucarana da universidade estadual do paraná unespar o objeto deste termo de referência é dividido em 03 serviços gerais.;0.4011388561734865;False;36.0;2024;98;unespar-universidade estadual do parana;;;;servicos;0.26491060462135757;0.424072952337465;0.026167083047196518;Suspeita Moderada;True;desconto_pct;1.67;Desconto Atípico;desconto de 60%;R$ 7,403,920;R$ 2,970,000;0.40×;36 dias
810;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO PARA FORNECIMENTO DE ORTESES E PROTESES PARA ASSISTENCIA CARDIOVASCULAR/ENDOVASCULAR/CIRURGIA VASCULAR, SOB FORMA DE CONSIGNAÇÃO, PARA USO NA HEMODINAMICA E CENTRO CIRURGICO DO HOSPITAL UNIVERSITÁRIO DE LONDRINA - NAO SUS;UEL-Universidade Estadual de Londrina;Menor Preço;113955694.0;82143569.0;2023-08-25;2023-10-16;TB_LICITACOES-2023.csv;contratação para fornecimento de orteses e proteses para assistencia cardiovascular/endovascular/cirurgia vascular, sob forma de consignação, para uso na hemodinamica e centro cirurgico do hospital universitário de londrina - nao sus;0.7208377757762592;False;52.0;2023;377;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.2649079387123647;0.4359835232534301;0.008294561900766502;Suspeita Moderada;True;gasto_per_capita_log1p;5.28;Gasto per Capita Atípico;gasto per capita muito alto;R$ 113,955,694;R$ 82,143,569;0.72×;52 dias
463;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para fornecimento de medicamentos diversos, pelo período de seis meses, podendo ser prorrogado na forma legal;UEM-Universidade Estadual de Maringá;Menor Preço;22460560.0;7630280.0;2023-03-28;2023-05-02;TB_LICITACOES-2023.csv;contratação de empresa especializada para fornecimento de medicamentos diversos, pelo período de seis meses, podendo ser prorrogado na forma legal;0.3397190452953978;False;35.0;2023;121;uem-universidade estadual de maringa;Maringá;429660.0;0.681;saude;0.2648423842568027;0.41459838469370613;0.0402083836014475;Suspeita Moderada;True;gasto_per_capita_log1p;3.98;Gasto per Capita Atípico;gasto per capita muito alto;R$ 22,460,560;R$ 7,630,280;0.34×;35 dias
588;2022;Pregão Eletrônico;Homologado;contratacao de empresa especializada em destinacao final de telhas de amianto;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Menor Preço;2591820.0;2591760.0;2022-05-13;2022-05-16;TB_LICITACOES-2022.csv;contratacao de empresa especializada em destinacao final de telhas de amianto;0.9999768502442299;False;3.0;2022;51;unioeste foz-universidade estadual do oeste do parana - campus foz do iguacu;Foz do Iguaçu;297352.0;0.732;servicos;0.26483109958563755;0.4270997704820728;0.021428093240984655;Suspeita Moderada;True;gasto_per_capita_log1p;2.27;Gasto per Capita Atípico;gasto per capita muito alto;R$ 2,591,820;R$ 2,591,760;1.00×;3 dias
597;2023;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de gêneros alimentícios para atender a demanda da 9a CIPM. ;SUBPR-3CRPM-3° Comando Regional da Polícia Militar - SESP;Menor Preço;41543560.0;;2023-11-30;2024-01-09;TB_LICITACOES-2023.csv;aquisição de gêneros alimentícios para atender a demanda da 9a cipm.;;False;40.0;2023;5;subpr-3crpm-3° comando regional da policia militar - sesp;;;;alimentacao;0.2648153836847883;0.4346473779641414;0.010067392265758798;Suspeita Moderada;True;volume_orgao_ano_log1p;2.09;Volume Anual Atípico;volume de licitações atípico;R$ 41,543,560;—;—;40 dias
835;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;A presente licitação tem por objeto a aquisição de gêneros alimentícios para atender a demanda do 5º Comando Regional de Polícia Militar nos municípios de Foz do Iguaçu e Medianeira, em carnes, frios, estocáveis, frutas, hortaliças, pão, granjeiros e água. Divergências entre o GMS e o edital, prevalecerão as exigências contidas no edital.;SUBPR-5CRPM-5° Comando Regional da Polícia Militar - SESP;Menor Preço;90837784.0;;2024-09-30;2024-11-01;TB_LICITACOES-2024.csv;a presente licitação tem por objeto a aquisição de gêneros alimentícios para atender a demanda do 5º comando regional de polícia militar nos municípios de foz do iguaçu e medianeira, em carnes, frios, estocáveis, frutas, hortaliças, pão, granjeiros e água. divergências entre o gms e o edital, prevalecerão as exigências contidas no edital.;;False;32.0;2024;6;subpr-5crpm-5° comando regional da policia militar - sesp;;;;alimentacao;0.26472657580830633;0.43544550573646756;0.008648180916064424;Suspeita Moderada;True;volume_orgao_ano_log1p;1.98;Volume Anual Atípico;volume de licitações atípico;R$ 90,837,784;—;—;32 dias
1791;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE SERINGAS COM AGULHAS ACOPLADAS;SESA-Secretaria de Estado da Saúde;Menor Preço;2489960364.0;234631080.0;2021-12-14;2022-05-02;TB_LICITACOES-2021.csv;aquisição de seringas com agulhas acopladas;0.09423084937106252;False;139.0;2021;82;sesa-secretaria de estado da saude;;;;outros;0.26444699002337885;0.4224071814819984;0.02750670283544945;Suspeita Moderada;True;desconto_pct;2.64;Desconto Atípico;desconto de 91%;R$ 2,489,960,364;R$ 234,631,080;0.09×;139 dias
1791;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE SERINGAS COM AGULHAS ACOPLADAS;SESA-Secretaria de Estado da Saúde;Menor Preço;2489960364.0;234631080.0;2021-12-14;2022-05-02;TB_LICITACOES-2021.csv;aquisição de seringas com agulhas acopladas;0.09423084937106252;False;139.0;2021;82;sesa-secretaria de estado da saude;;;;outros;0.26444699002337885;0.4224071814819984;0.02750670283544945;Suspeita Moderada;True;desconto_pct;2.64;Desconto Atípico;desconto de 91%;R$ 2,489,960,364;R$ 234,631,080;0.09×;139 dias
77;2021;Concorrência Pública;Homologado;Execução das obras de Duplicação e Ampliação da Capacidade e Segurança da Rodovia PR-445, no trecho entre Mauá da Serra (Interseção com a BR-376) e o Acesso a Lerroville, com extensão total de 27,077 km, conforme projeto de Engenharia e demais especificações.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;21731108220.0;14803256117.0;2021-09-22;2021-12-20;TB_LICITACOES-2021.csv;execução das obras de duplicação e ampliação da capacidade e segurança da rodovia pr-445, no trecho entre mauá da serra (interseção com a br-376) e o acesso a lerroville, com extensão total de 27,077 km, conforme projeto de engenharia e demais especificações.;0.6812011595145422;False;89.0;2021;83;der-departamento de estradas de rodagem do estado do parana;;;;obras;0.2643113545674099;0.4317477637120435;0.013156740850459609;Suspeita Moderada;True;valor_estimado_log1p;2.51;Valor Estimado Atípico;R$ 21,731,108,220 estimado;R$ 21,731,108,220;R$ 14,803,256,117;0.68×;89 dias
762;2023;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de veículo automotor caminhonete tipo pick-up e veículo utilitário tipo pick-up, novos  - zero quilômetro.;UEM-Universidade Estadual de Maringá;Menor Preço;49460355.0;;2023-11-22;2023-11-23;TB_LICITACOES-2023.csv;aquisição de veículo automotor caminhonete tipo pick-up e veículo utilitário tipo pick-up, novos - zero quilômetro.;;False;1.0;2023;121;uem-universidade estadual de maringa;Maringá;429660.0;0.681;veiculos;0.2642753021280286;0.4178442058160517;0.03392194659599385;Suspeita Moderada;True;gasto_per_capita_log1p;4.75;Gasto per Capita Atípico;gasto per capita muito alto;R$ 49,460,355;—;—;1 dias
155;2024;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para prestação de serviços de engenharia na elaboração de projetos de implantação e na execução da construção da Unidade Policial Fixa e DENARC de Paranavaí, situada à Rua José Gregório Sobrinho, S/N, no município de Paranavaí, Paraná;SECID-Secretaria de Estado das Cidades (Antigo SEDU);Menor Preço;951614168.0;737120334.0;2025-03-25;2025-04-30;TB_LICITACOES-2024.csv;contratação de empresa especializada para prestação de serviços de engenharia na elaboração de projetos de implantação e na execução da construção da unidade policial fixa e denarc de paranavaí, situada à rua josé gregório sobrinho, s/n, no município de paranavaí, paraná;0.7745999994401093;False;36.0;2025;28;secid-secretaria de estado das cidades (antigo sedu);;;;obras;0.2642691828703258;0.4200085762498561;0.030660092801030343;Suspeita Moderada;True;valor_estimado_log1p;1.31;Valor Estimado Atípico;R$ 951,614,168 estimado;R$ 951,614,168;R$ 737,120,334;0.77×;36 dias
